"","player_api_id","player_name","noOfTeams","totalMatchPlayed","noOfLeagues","rating","sum_gk"
"2240",35438,"Danny Shittu",1,9,1,72,126
"2241",49571,"Danny Simpson",4,137,1,76,140
"2242",163165,"Danny Verbeek",2,43,1,68,58
"2243",254472,"Danny Ward",2,23,2,65,321
"2244",23271,"Danny Webber",1,4,1,81,116
"2245",113836,"Danny Welbeck",3,99,1,80,105
"2246",469296,"Danny Williams",1,63,1,61,47
"2247",168308,"Danny Wilson",3,60,2,71,103
"2248",33330,"Danny Wintjens",1,3,1,66,320
"2249",19000,"Dante Adrian Senger",1,35,1,61,52
"2250",38432,"Dante",3,191,1,84,153
"2251",520798,"Dany da Silva",1,2,1,55,270
"2252",491168,"Dany Maury",1,1,1,60,48
"2253",179522,"Dany Nounkeu",2,31,1,77,135
"2254",467478,"Danzell Gravenberch",1,2,1,62,44
"2255",355744,"Darian MacKinnon",1,57,1,57,50
"2256",18734,"Dario Cvitanich",2,74,2,77,150
"2257",39304,"Dario Dainelli",3,191,1,77,147
"2258",361946,"Dario Del Fabro",1,4,1,69,47
"2259",133201,"Dario Dumic",1,16,1,66,141
"2260",39732,"Dario Knezevic",2,28,1,,
"2261",29529,"Dario Kresic",1,1,1,74,364
"2262",104646,"Dario Lezcano",3,127,2,71,50
"2263",460004,"Dario Melnjak",1,6,1,64,46
"2264",30730,"Dario Simic,25",1,26,1,74,149
"2265",38248,"Dario Smoje",1,2,1,72,144
"2266",467511,"Dario Tanda",1,1,1,63,51
"2267",47155,"Dario Vidosic",2,37,2,70,128
"2268",158278,"Dario Vujicevic",3,44,1,68,135
"2269",687687,"Dario Zanatta",1,3,1,53,53
"2270",30340,"Darius Vassell",1,6,1,80,55
"2271",30977,"Dariusz Dudka",4,143,3,72,142
"2272",355434,"Dariusz Formella",1,9,1,64,62
"2273",68836,"Dariusz Jarecki",3,59,1,59,120
"2274",69328,"Dariusz Kolodziej",2,18,1,59,51
"2275",69276,"Dariusz Latka,27",2,87,1,64,95
"2276",68744,"Dariusz Pietrasiak",4,133,1,,
"2277",309050,"Dariusz Trela",4,74,1,66,323
"2278",357288,"Dariusz Zjawinski",1,13,1,,
"2279",164695,"Darko Bodul",3,26,3,69,106
"2280",304855,"Darko Jevtic",2,33,2,70,56
"2281",119014,"Darko Lazovic",1,6,1,74,55
"2282",26492,"Darl Douglas",1,74,1,69,149
"2283",150210,"Darley",1,5,1,69,345
"2284",449205,"Darnell Fisher",2,33,1,59,56
"2285",609733,"Darnell Furlong",1,3,1,66,55
"2286",32553,"Darren Barr",4,144,1,68,133
"2287",23949,"Darren Bent",4,135,1,85,126
"2288",32661,"Darren Dods",1,45,1,70,133
"2289",24148,"Darren Fletcher",2,153,1,83,159
"2290",206592,"Darren Keet",1,84,1,69,346
"2291",445515,"Darren Lyon",1,17,1,56,52
"2292",279109,"Darren Maatsen",2,18,2,61,45
"2293",32427,"Darren Mackie",1,61,1,77,122
"2294",17600,"Darren McGregor",1,80,1,68,54
"2295",32449,"Darren O'Dea",2,39,1,70,118
"2296",33048,"Darren Pratley",1,14,1,72,140
"2297",37780,"Darren Randolph",2,117,2,73,369
"2298",638613,"Darren Rosheuvel",1,1,1,62,64
"2299",24156,"Darron Gibson",2,52,1,77,149
"2300",31993,"Darryl Duffy",1,2,1,67,95
"2301",158841,"Darryl Lachman",4,85,1,72,120
"2302",181258,"Darryl Westlake",1,23,1,64,125
"2303",244904,"Darwin Andrade",1,23,1,70,36
"2304",289278,"Darwin Machis",1,2,1,67,49
"2305",104482,"Daryl Janmaat",3,203,2,77,133
"2306",24410,"Daryl Murphy",2,17,2,73,134
"2307",277609,"Daryl van Mieghem",1,34,1,67,65
"2308",447413,"Daryl Werker",1,2,1,62,55
"2309",354792,"Daryll Meggatt",1,2,1,53,55
"2310",196221,"Dave Bulthuis",1,78,1,70,63
"2311",23288,"Dave Kitson",1,20,1,76,118
"2312",163254,"David Abdul",1,2,1,58,125
"2313",18904,"David Abraham",4,164,3,77,124
"2314",139922,"David Addy",3,72,2,67,132
"2315",121633,"David Alaba",2,127,1,85,127
"2316",30666,"David Albelda",1,94,1,80,147
"2317",212715,"David Amoo",1,27,1,69,125
"2318",192923,"David Anon",1,1,1,59,121
"2319",39699,"David Baiocco",2,25,1,71,159
"2320",41294,"David Barral",3,152,1,76,143
"2321",17343,"David Barron",1,63,1,62,127
"2322",30612,"David Beckham",2,27,2,87,169
"2323",41119,"David Bellion",2,41,1,76,124
"2324",23760,"David Bentley",2,41,1,83,163
"2325",243240,"David Biton",3,28,2,72,50
"2326",24077,"David Buchanan",1,27,1,63,125
"2327",150320,"David Caiado",3,8,2,65,81
"2328",35983,"David Carney",2,7,2,,
"2329",32829,"David Clarkson",2,48,1,72,123
"2330",37456,"David Cobeno",1,28,1,75,378
"2331",165518,"David Cornell",1,5,1,58,295
"2332",37470,"David Cortes",3,92,1,75,141
"2333",479217,"David Costas",1,14,1,70,55
"2334",421797,"David Crespo",1,1,1,59,62
"2335",41722,"David Da Costa",2,161,1,,
"2336",187189,"David Davis",2,20,2,69,40
"2337",27009,"David De Freitas",1,19,1,72,143
"2338",182917,"David De Gea",2,222,2,87,429
"2339",41616,"David Degen",2,106,1,70,133
"2340",178291,"David Destorme",3,107,1,68,128
"2341",27665,"David Di Michele",3,76,2,82,130
"2342",41216,"David Ducourtioux",2,186,1,73,149
"2343",30342,"David Dunn",1,65,1,,
"2344",24234,"David Edgar",2,9,1,,
"2345",24676,"David Edwards",1,52,1,,
"2346",25505,"David Elebert",1,45,1,64,114
"2347",31643,"David Elm",1,3,1,72,125
"2348",557546,"David Ferguson",1,3,1,50,40
"2349",37290,"David Fernandez",1,37,1,,
"2350",46881,"David Fleurival",3,33,3,,
"2351",25070,"David Fox",1,23,1,69,130
"2352",140500,"David Frey",1,1,1,50,54
"2353",38468,"David Fuster Torrijos",1,11,1,75,148
"2354",33767,"David Garcia",1,51,1,70,147
"2355",74991,"David Garcia",1,18,1,70,135
"2356",37498,"David Generelo",1,1,1,73,141
"2357",40988,"David Gigliotti",1,7,1,72,117
"2358",528873,"David Goldar",1,1,1,64,64
"2359",42141,"David Gonzalez",1,36,1,59,292
"2360",50051,"David Gonzalez",1,14,1,69,344
"2361",32465,"David Goodwillie",4,109,2,75,113
"2362",25166,"David Graham",2,44,1,63,51
"2363",43279,"David Healy",1,8,1,77,128
"2364",41019,"David Hellebuyck",1,75,1,75,156
"2365",473937,"David Holman",1,2,1,63,47
"2366",238766,"David Hopkirk",1,2,1,49,47
"2367",104411,"David Hubert",4,115,1,70,126
"2368",610668,"David Ivan",1,12,1,67,53
"2369",36286,"David James",1,61,1,83,413
"2370",30749,"David Jarolim",2,109,2,79,155
"2371",30676,"David Jemmali",1,26,1,77,121
"2372",25415,"David Jones",3,84,1,,
"2373",246218,"David Junca",1,25,1,70,52
"2374",553597,"David Kinsombi",1,3,1,63,55
"2375",32697,"David Lilley",1,20,1,66,133
"2376",108572,"David Lomban",2,88,1,74,130
"2377",215584,"David Lopez",2,68,2,77,54
"2378",33866,"David Lopez",1,53,1,80,148
"2379",52133,"David Luiz",3,180,3,83,139
"2380",32725,"David Mackay",1,223,1,68,119
"2381",25797,"David Marazzi",1,39,1,60,98
"2382",32446,"David Marshall",1,37,1,75,371
"2383",193870,"David Mateos",1,13,1,70,119
"2384",32484,"David McCracken",1,42,1,67,129
"2385",32323,"David McNamee",1,9,1,,
"2386",150707,"David Mendes",2,28,2,64,124
"2387",33335,"David Mendes",1,36,1,74,149
"2388",21645,"David Meul",1,34,1,62,321
"2389",131583,"David Meyler",2,60,1,71,137
"2390",166768,"David Mitchell",1,1,1,57,290
"2391",289217,"David Moberg Karlsson",1,2,1,66,50
"2392",160901,"David Moser",1,6,1,56,281
"2393",30276,"David Navarro",4,189,2,79,134
"2394",41175,"David Ngog",3,78,2,78,119
"2395",23190,"David Nugent",3,49,1,78,127
"2396",112297,"David Obua",1,69,1,,
"2397",38243,"David Odonkor",1,1,1,,
"2398",50065,"David Ospina",2,211,2,78,394
"2399",37545,"David Pizarro",3,149,2,82,151
"2400",79247,"David Pollet",3,35,2,70,61
"2401",38138,"David Prieto",2,33,1,69,131
"2402",36287,"David Proctor",1,41,1,62,106
"2403",34259,"David Raven",1,112,1,66,125
"2404",2977,"David Rivas Rodriguez",1,5,1,82,104
"2405",25579,"David Robertson",2,56,1,65,136
"2406",169195,"David Rochela",1,5,1,70,121
"2407",102631,"David Rodriguez",2,3,1,72,141
"2408",30918,"David Rozehnal",4,123,4,81,140
"2409",46454,"David Salomon Abwo",1,42,1,68,37
"2410",41105,"David Sauget",3,126,1,,
"2411",37459,"David Silva",2,217,2,88,158
"2412",115512,"David Simao",4,121,1,74,65
"2413",358339,"David Simon",1,24,1,74,53
"2414",264839,"David Smith",1,19,1,53,44
"2415",31451,"David Sommeil",1,1,1,75,118
"2416",183414,"David Stephens",1,21,1,57,104
"2417",35477,"David Stockdale",1,37,1,74,375
"2418",43217,"David Strihavka",1,5,1,67,118
"2419",24415,"David Suazo",2,13,2,83,123
"2420",607134,"David Syme",1,7,1,55,54
"2421",23317,"David Templeton",1,57,1,74,111
"2422",206698,"David Texeira",1,43,1,70,51
"2423",243163,"David Timor Copovi",1,17,1,74,51
"2424",30728,"David Trezeguet",2,43,2,,
"2425",32969,"David van Zanten",3,131,1,67,140
"2426",131404,"David Vandenbroeck",4,64,1,67,138
"2427",40563,"David Vaughan",2,60,1,77,129
"2428",30909,"David Villa",3,153,1,89,155
"2429",338299,"David von Ballmoos",1,1,1,50,246
"2430",23998,"David Weir",1,111,1,,
"2431",24166,"David Wheater",2,60,1,77,143
"2432",242229,"David Wijns",1,3,1,63,48
"2433",308936,"David Wilson",1,5,1,52,49
"2434",114158,"David Witteveen",1,5,1,69,45
"2435",181262,"David Wotherspoon",2,196,1,66,130
"2436",42276,"David Zibung",1,253,1,66,337
"2437",99047,"David Zurutuza",1,119,1,77,145
"2438",103266,"Davide Astori",3,222,1,80,127
"2439",39294,"Davide Bassi",2,8,1,70,345
"2440",201617,"Davide Bertoncini",1,4,1,62,39
"2441",39222,"Davide Biondini",4,200,1,,
"2442",39203,"Davide Bombardini",1,24,1,73,151
"2443",24500,"Davide Brivio",3,96,1,73,142
"2444",612755,"Davide Calabria",1,3,1,65,56
"2445",25794,"Davide Calla",3,97,1,66,140
"2446",41811,"Davide Carrus",1,2,1,65,140
"2447",42262,"Davide Chiumiento",2,117,1,,
"2448",39435,"Davide Di Gennaro",2,13,1,72,142
"2449",43293,"Davide Dias,23",1,23,1,70,139
"2450",183076,"Davide Gavazzi",1,6,1,67,126
"2451",183425,"Davide Grassi",2,26,1,61,70
"2452",97487,"Davide Lanzafame",3,19,1,76,129
"2453",39721,"Davide Mandelli",1,59,1,74,131
"2454",30136,"Davide Marchini",2,16,1,67,149
"2455",305066,"Davide Mariani",1,17,1,55,50
"2456",39722,"Davide Moro",1,23,1,73,139
"2457",42425,"Davide Moscardelli",2,34,1,73,122
"2458",41665,"Davide Possanzini",1,5,1,75,133
"2459",150466,"Davide Santon",3,130,2,78,129
"2460",34270,"Davide Taini",1,7,1,60,299
"2461",244811,"Davide Zappacosta",2,40,1,76,45
"2462",41670,"Davide Zoboli",1,18,1,70,133
"2463",501568,"Davie Selke",1,23,1,72,55
"2464",37937,"Davino Verhulst",4,100,2,70,354
"2465",15661,"Davor Landeka",1,6,1,58,66
"2466",38249,"Davy De Beule",2,89,2,71,140
"2467",41005,"Davy de Fauw",3,151,2,71,156
"2468",298448,"Davy Klaassen",1,84,1,79,57
"2469",178765,"Davy Proepper",2,135,1,77,130
"2470",245599,"Davy Roef",1,1,1,69,347
"2471",34480,"Davy Schollen",1,11,1,69,349
"2472",69629,"Dawid Janczyk",3,28,2,68,132
"2473",502543,"Dawid Kownacki",1,21,1,63,57
"2474",13476,"Dawid Kucharski",1,10,1,,
"2475",463806,"Dawid Kudla",1,18,1,64,322
"2476",68773,"Dawid Nowak",2,74,1,,
"2477",13538,"Dawid Plizga",3,108,1,68,112
"2478",13557,"Dawid Soldecki",1,26,1,61,53
"2479",213111,"Daylon Claasen",2,61,2,67,71
"2480",444186,"De Amo",1,13,1,65,58
"2481",11833,"de Oliveira Cleber Monteiro",2,64,1,69,131
"2482",74672,"Dealbert",1,43,1,78,139
"2483",23139,"Dean Ashton",1,4,1,82,111
"2484",23114,"Dean Brill",1,61,1,66,328
"2485",22894,"Dean Hammond",1,9,1,69,128
"2486",24705,"Dean Holden",1,16,1,65,126
"2487",23950,"Dean Kiely",1,3,1,,
"2488",467027,"Dean Koolhof",1,5,1,66,66
"2489",34437,"Dean Marney",2,61,1,,
"2490",32087,"Dean Moxey",1,18,1,68,134
"2491",39107,"Dean Shiels",2,49,1,,
"2492",24411,"Dean Whitehead",2,130,1,75,140
"2493",23605,"Dean Windass",1,1,1,66,129
"2494",432040,"DeAndre Yedlin",1,21,1,,
"2495",232094,"Declan Gallagher",1,24,1,58,48
"2496",410359,"Declan John",1,16,1,69,48
"2497",263676,"Declan McDaid",1,6,1,60,50
"2498",127712,"Declan Rudd",1,12,1,70,351
"2499",30686,"Deco",1,31,1,86,163
"2500",27360,"Dede",1,24,1,80,153
"2501",191616,"Dedryck Boyata",4,47,3,73,129
"2502",309537,"Deivid",2,24,1,72,68
"2503",32580,"Deividas Cesnauskis",1,2,1,,
"2504",496054,"Dejan Drazic",1,1,1,70,46
"2505",308309,"Dejan Janjatovic",2,97,1,66,55
"2506",38186,"Dejan Kelhar",2,37,2,63,119
"2507",161662,"Dejan Lazarevic",2,9,1,71,130
"2508",179009,"Dejan Lekic",2,15,1,72,38
"2509",114268,"Dejan Lovren",3,144,2,80,129
"2510",249225,"Dejan Meleg",1,5,1,66,40
"2511",31307,"Dejan Milovanovic",1,9,1,69,142
"2512",115719,"Dejan Skolnik",1,37,1,69,57
"2513",30724,"Dejan Stankovic",1,87,1,82,162
"2514",197952,"Dejan Stojanovic",1,5,1,60,304
"2515",14551,"Dekel Keinan",1,3,1,66,44
"2516",45503,"Dele Adeleye",1,33,1,64,89
"2517",363333,"Dele Alli",1,28,1,77,41
"2518",210978,"Deleu",2,117,1,65,45
"2519",115429,"Delvin N'Dinga",1,70,1,75,134
"2520",492586,"Demarai Gray",1,1,1,68,51
"2521",35411,"Demba Ba",4,137,2,82,136
"2522",490181,"Demba Camara",1,4,1,67,63
"2523",27573,"Deme N'Diaye",3,29,2,66,125
"2524",106640,"Demetris Christofi",1,37,1,72,51
"2525",26450,"Demy de Zeeuw",3,71,1,78,156
"2526",31909,"Denes Rosa",1,10,1,,
"2527",512730,"Deni Milosevic",2,13,1,65,45
"2528",39297,"Denilson",1,61,1,,
"2529",171250,"Denis Alibec",1,3,1,71,121
"2530",664962,"Denis Bouanga",1,3,1,64,55
"2531",359197,"Denis Cheryshev",3,25,1,79,52
"2532",6757,"Denis Dessaer",1,1,1,60,42
"2533",107994,"Denis Halilovic",1,15,1,65,133
"2534",149150,"Denis Odoi",3,127,1,72,126
"2535",155639,"Denis Oliynyk",1,40,1,71,57
"2536",79248,"Denis Petric",2,11,1,71,344
"2537",166717,"Denis Popovic",1,15,1,65,54
"2538",251131,"Denis Prychynenko",1,1,1,64,43
"2539",208487,"Denis Simijonovic",1,5,1,54,53
"2540",160196,"Denis Stracqualursi",1,7,1,72,52
"2541",396884,"Denis Streker",1,2,1,63,65
"2542",282281,"Denis Suarez",2,41,1,79,48
"2543",212870,"Denis Thomalla",1,3,1,64,64
"2544",97521,"Denis Tonucci",1,17,1,68,103
"2545",37047,"Denis Viane",1,53,1,64,125
"2546",598355,"Denis Zakaria",1,21,1,63,55
"2547",208743,"Deniss Rakels",2,48,1,68,62
"2548",26994,"Deniz Dogan",1,19,1,70,55
"2549",614163,"Deniz Hummet",1,2,1,60,60
"2550",164706,"Deniz Naki",1,6,1,71,128
"2551",352023,"Deniz Tueruec",1,59,1,71,61
"2552",94891,"Deniz Yilmaz",1,1,1,72,59
"2553",521280,"Dennes de Kegel",1,7,1,59,60
"2554",39940,"Denni Avdic",4,35,2,71,121
"2555",33338,"Dennis Aogo",2,172,1,77,137
"2556",210126,"Dennis Appiah",1,67,1,71,50
"2557",145538,"Dennis Daube",1,7,1,68,126
"2558",141113,"Dennis Diekmeier",2,144,1,75,121
"2559",36058,"Dennis Eilhoff",1,34,1,,
"2560",36013,"Dennis Gentenaar",2,56,1,73,356
"2561",39844,"Dennis Grote",1,11,1,69,132
"2562",133126,"Dennis Hediger",1,153,1,64,53
"2563",33342,"Dennis Kruppke",1,6,1,71,90
"2564",26288,"Dennis Oliech",2,110,1,72,100
"2565",282012,"Dennis Praet",1,63,1,77,46
"2566",23951,"Dennis Rommedahl",2,26,1,72,135
"2567",26799,"Dennis Soerensen",1,17,1,75,125
"2568",150217,"Dennis Telgenkamp",1,24,1,65,322
"2569",725718,"Dennis van der Heijden",1,1,1,60,54
"2570",31436,"Dennis Wyness",1,17,1,67,119
"2571",34492,"Denny Landzaat",2,53,1,76,146
"2572",352408,"Denzel Slager",1,1,1,62,59
"2573",35439,"Derek Asamoah",1,1,1,,
"2574",34381,"Derek Boateng",4,72,3,77,157
"2575",37243,"Derek Lyle",1,13,1,61,142
"2576",39660,"Derek Riordan",2,93,1,79,125
"2577",38761,"Derek Young",1,53,1,66,120
"2578",287232,"Derick Chuka Ogbu",1,44,1,66,40
"2579",78409,"Derk Boerrigter",3,65,2,76,106
"2580",25935,"Derlei",1,12,1,,
"2581",478987,"Derley",2,31,1,75,46
"2582",68552,"Derlis Gonzalez",1,20,1,74,72
"2583",38075,"Dermot McCaffrey",1,1,1,63,38
"2584",562801,"Derrick Luckassen",1,25,1,68,41
"2585",166675,"Derrick Tshimanga",2,96,1,74,94
"2586",602836,"Desevio Payne",1,7,1,64,56
"2587",476769,"Deyverson",3,48,3,76,53
"2588",267680,"Deyvison",1,12,1,67,48
"2589",304350,"Diacko Fofana",1,1,1,60,58
"2590",192899,"Diafra Sakho",1,38,1,75,120
"2591",112117,"Diallo Guidilleye",1,5,1,69,58
"2592",25664,"Dianbobo Balde",2,31,1,78,133
"2593",25253,"Dickson Etuhu",1,65,1,76,154
"2594",292773,"Dico Koppers",4,65,1,67,60
"2595",30720,"Dida",1,32,1,88,416
"2596",163971,"Didac Vila",4,84,2,76,96
"2597",34079,"Didier Crettenand",1,43,1,63,95
"2598",42812,"Didier Dheedene",1,8,1,64,145
"2599",33128,"Didier Digard",3,151,3,,
"2600",30822,"Didier Drogba",1,100,1,88,125
"2601",47357,"Didier Konan Ya",1,101,1,,
"2602",107806,"Didier Ovono",2,85,2,70,349
"2603",34182,"Didier Zokora",2,66,2,81,168
"2604",5710,"Diederik Boer",2,53,1,70,352
"2605",96613,"Diego Alves",2,214,1,83,405
"2606",106175,"Diego Angelo",1,48,1,73,119
"2607",34967,"Diego Barcelos",1,81,1,74,144
"2608",30820,"Diego Benaglio",1,228,1,81,404
"2609",36391,"Diego Biseswar",1,46,1,73,134
"2610",103139,"Diego Buonanotte",2,19,1,77,152
"2611",33611,"Diego Camacho",1,43,1,,
"2612",38139,"Diego Capel",3,117,3,81,152
"2613",570434,"Diego Carlos",1,31,1,70,49
"2614",24383,"Diego Castro",2,195,1,79,138
"2615",56868,"Diego Ciccone",2,55,1,57,87
"2616",161396,"Diego Contento",2,82,2,73,128
"2617",19243,"Diego Costa",4,169,2,86,118
"2618",70891,"Diego Daniel Colotto",2,155,1,80,161
"2619",39622,"Diego De Ascentis,23",1,23,1,77,147
"2620",182791,"Diego Fabbrini",2,16,1,74,131
"2621",183059,"Diego Falcinelli",1,11,1,69,44
"2622",150395,"Diego Farias",2,23,1,71,114
"2623",38460,"Diego Forlan",2,98,2,87,137
"2624",303227,"Diego Galo",2,92,1,72,48
"2625",56678,"Diego Godin",2,252,1,86,133
"2626",51321,"Diego Gomez",1,20,1,68,93
"2627",684723,"Diego Gonzalez",1,1,1,56,42
"2628",99054,"Diego Ifran",1,16,1,73,60
"2629",27514,"Diego Klimowicz",2,22,1,81,107
"2630",429988,"Diego Laxalt",2,45,1,73,49
"2631",305968,"Diego Lima",1,16,1,70,55
"2632",420568,"Diego Llorente",1,33,1,73,47
"2633",361778,"Diego Lopes",1,56,1,75,60
"2634",41466,"Diego Lopez",4,247,2,84,418
"2635",42168,"Diego Lugano",3,26,3,,
"2636",24412,"Diego Luis Breijo Lopez",1,48,1,73,133
"2637",2752,"Diego Mainz",1,81,1,72,53
"2638",213504,"Diego Marino",2,83,1,73,365
"2639",203746,"Diego Mauricio",1,1,1,73,52
"2640",30549,"Diego Milito",2,132,1,86,151
"2641",184132,"Diego Novaretti",1,11,1,72,147
"2642",26214,"Diego Perez",2,127,2,76,149
"2643",101422,"Diego Perotti",3,136,2,80,138
"2644",201111,"Diego Reyes",2,33,2,75,49
"2645",37416,"Diego Rivas",1,31,1,74,157
"2646",37435,"Diego Rodolfo Placente",1,9,1,73,133
"2647",56593,"Diego Rodriguez",1,4,1,66,134
"2648",297579,"Diego Rolan",1,68,1,77,49
"2649",244377,"Diego Rubio",1,2,1,71,54
"2650",167069,"Diego Seoane Perez",1,9,1,68,125
"2651",18384,"Diego Valeri",2,4,2,78,148
"2652",19393,"Diego",2,81,1,73,379
"2653",31235,"Diego",4,160,3,88,159
"2654",89476,"Diego",1,73,1,72,52
"2655",268283,"Dieguinho",1,6,1,67,55
"2656",37025,"Dieter Dekelver",1,45,1,65,128
"2657",37952,"Dieter van Tornhout",2,7,2,64,49
"2658",34299,"Dietmar Hamann",1,5,1,78,115
"2659",38369,"Dieumerci Mbokani",5,88,4,,
"2660",521204,"Dieumerci Ndongala",1,40,1,70,55
"2661",150498,"Dimas Delgado",1,18,1,71,141
"2662",27430,"Dimitar Berbatov",3,159,2,86,142
"2663",37558,"Dimitar Rangelov",3,72,2,,
"2664",5662,"Dimitri Bulykin",3,45,1,73,124
"2665",478345,"Dimitri Cavare",1,16,1,70,50
"2666",148313,"Dimitri Daeselaire",2,38,1,64,125
"2667",261609,"Dimitri Foulquier",2,54,2,71,48
"2668",277335,"Dimitri Mohamed",1,14,1,62,62
"2669",25496,"Dimitri Payet",4,230,2,84,134
"2670",15913,"Dimitrija Lazarevski",1,2,1,59,116
"2671",78413,"Dimitrije Injac",2,98,1,71,130
"2672",39163,"Dimitrios Eleftheropoulos",1,1,1,71,352
"2673",42325,"Dimitrios Papadopoulos",1,4,1,82,128
"2674",358937,"Dimitrios Pelkas",1,8,1,71,63
"2675",641168,"Din Sula",1,1,1,56,43
"2676",19277,"Dinei",1,1,1,72,92
"2677",496648,"Diney",1,1,1,64,57
"2678",10491,"Diniyar Bilyaletdinov",1,33,1,79,155
"2679",277848,"Dino Arslanagic",1,38,1,71,56
"2680",8932,"Dino Drpic",1,15,1,72,108
"2681",557587,"Dino Islamovic",1,1,1,61,57
"2682",154267,"Diogo Amado",2,91,1,72,52
"2683",361735,"Diogo Coelho",1,1,1,57,48
"2684",164105,"Diogo Cunha",2,35,1,68,50
"2685",242783,"Diogo Figueiras",3,69,3,77,64
"2686",570461,"Diogo Jota",1,39,1,74,54
"2687",150031,"Diogo Luis",1,1,1,52,99
"2688",164397,"Diogo Melo",1,42,1,64,54
"2689",181208,"Diogo Ribeiro",1,3,1,64,39
"2690",98374,"Diogo Rosado",2,15,1,66,140
"2691",208926,"Diogo Salomao",2,10,2,74,57
"2692",40968,"Diogo Valente",4,81,1,73,143
"2693",98375,"Diogo Viana",2,59,2,70,135
"2694",24661,"Diomansy Kamara",2,23,2,75,132
"2695",543969,"Dion Cools",1,5,1,67,45
"2696",110184,"Dion Malone",1,104,1,68,51
"2697",215711,"Dionisio Villalba",1,1,1,62,59
"2698",139898,"Dirceu",1,25,1,67,91
"2699",37139,"Dirk Kuyt",2,156,2,84,139
"2700",41165,"Dirk Marcellis",4,146,1,75,135
"2701",583417,"Divine Naah",1,8,1,61,58
"2702",426202,"Divock Origi",2,41,2,76,70
"2703",185000,"Djakaridja Kone",1,51,1,72,48
"2704",101197,"Djalma",2,61,1,73,134
"2705",163999,"Djalmir",1,25,1,69,133
"2706",164228,"Djamal Mahamat",2,41,1,75,66
"2707",26040,"Djamel Abdoun",2,14,2,,
"2708",74838,"Djamel Bakar",3,96,1,71,112
"2709",23304,"Djamel Belmadi",1,11,1,,
"2710",41605,"Djamel Mesbah",5,86,1,74,128
"2711",281338,"Djaniny",3,57,1,73,53
"2712",486819,"Djavan Anderson",1,8,1,63,52
"2713",474682,"Djavan",2,59,1,75,43
"2714",33418,"Djibril Cisse",5,72,3,84,124
"2715",242156,"Djibril Sidibe",1,80,1,75,54
"2716",34370,"Djiby Fall",2,3,2,75,94
"2717",35637,"Djimi Traore",2,40,1,,
"2718",31308,"Djordje Rakic",1,1,1,66,120
"2719",198500,"Djordje Susnjar",1,6,1,55,44
"2720",154192,"Dmitriy Verkhovtsov",1,5,1,65,58
"2721",31088,"Do-Heon Kim",1,9,1,72,144
"2722",308842,"Dobrivoj Rusov",1,5,1,58,289
"2723",688876,"Dodi Lukebakio",1,3,1,65,53
"2724",177874,"Dodo",3,54,1,74,136
"2725",279861,"Doke Schmidt",2,45,1,67,64
"2726",300978,"Dolly Menga",4,34,2,68,50
"2727",150084,"Domagoj Pusic",1,4,1,56,54
"2728",340790,"Domen Crnigoj",1,12,1,61,54
"2729",364520,"Domenico Berardi",1,84,1,81,50
"2730",41882,"Domenico Criscito",1,99,1,,
"2731",42691,"Domenico Maietta",2,41,1,73,101
"2732",74435,"Domingo Cisma",5,159,1,,
"2733",38607,"Domingos Alexandre Martins da Costa Alex",1,93,1,70,130
"2734",38251,"Dominic Foley",1,33,1,69,136
"2735",36934,"Dominic Maroh",2,98,1,75,122
"2736",591734,"Dominic Solanke",1,21,1,68,57
"2737",470026,"Dominic Thomas",1,4,1,55,48
"2738",206795,"Dominik Furman",2,38,2,69,50
"2739",213061,"Dominik Kaiser",1,5,1,71,52
"2740",303905,"Dominik Kohr",1,54,1,72,45
"2741",29255,"Dominik Kumbela",1,20,1,74,56
"2742",357348,"Dominik Kun",1,13,1,60,51
"2743",266841,"Dominik Masek",1,1,1,61,53
"2744",27437,"Dominik Reinhardt",1,10,1,74,122
"2745",433662,"Dominik Sadzawicki",1,21,1,57,51
"2746",35818,"Dominik Schmidt",1,7,1,67,125
"2747",27485,"Dominik Stroh-Engel",1,6,1,70,67
"2748",303800,"Dominique Heintz",1,32,1,75,60
"2749",45470,"Dominique Kivuvu",1,8,1,66,118
"2750",96598,"Dominique Malonga",1,10,1,71,121
"2751",26568,"Dominique van Dijk",1,9,1,63,142
"2752",32942,"Don Cowie",3,38,2,72,138
"2753",169709,"Donald Dering Djousse",2,17,2,61,59
"2754",410017,"Donervon Daniels",1,7,1,65,60
"2755",242308,"Dong-Won Ji",2,37,2,71,64
"2756",39351,"Doni",2,53,2,81,401
"2757",110159,"Donny Gorter",2,95,1,69,135
"2758",612836,"Donny van de Beek",1,4,1,69,51
"2759",110140,"Donovan Deekman",1,6,1,65,131
"2760",279866,"Donovan Leon",1,2,1,68,343
"2761",80298,"Donovan Simmonds",1,4,1,52,94
"2762",128802,"Donovan Slijngard",2,38,1,65,84
"2763",174363,"Dor Malul",1,30,1,63,41
"2764",163618,"Dorde Cotra",2,93,1,65,63
"2765",75405,"Dorge Kouemaha",3,52,2,73,182
"2766",719413,"Dorian Caddy",1,3,1,64,54
"2767",178261,"Dorian Dessoleil",1,18,1,66,57
"2768",186805,"Dorian Leveque",2,49,1,73,44
"2769",40855,"Dorin Goian",2,57,2,78,143
"2770",158263,"Dorlan Pabon",3,30,2,76,64
"2771",35495,"Dorus De Vries",1,4,1,71,360
"2772",40164,"Dorvalino Alves Maciel Lino",2,4,1,74,161
