"","player_api_id","player_name","noOfTeams","totalMatchPlayed","noOfLeagues","rating","sum_gk"
"6239",27666,"Luca Bucci",1,1,1,63,326
"6240",154245,"Luca Caldirola",3,80,2,74,47
"6241",27697,"Luca Castellazzi",2,67,1,80,400
"6242",129763,"Luca Ceccarelli",1,43,1,70,139
"6243",190562,"Luca Ceppitelli",1,22,1,72,51
"6244",603464,"Luca Checchin",1,1,1,62,52
"6245",27671,"Luca Cigarini",3,170,2,78,156
"6246",114475,"Luca Di Matteo",1,2,1,66,119
"6247",66902,"Luca Ferro",1,57,1,59,291
"6248",362119,"Luca Garritano",1,1,1,67,58
"6249",282059,"Luca Lezzerini",1,1,1,62,312
"6250",182606,"Luca Marrone",4,42,1,73,142
"6251",189557,"Luca Martinelli",1,1,1,65,47
"6252",415501,"Luca Paganini",1,21,1,65,42
"6253",67360,"Luca Radice",1,49,1,58,55
"6254",42651,"Luca Rigoni",3,206,1,75,149
"6255",300683,"Luca Rizzo",2,24,1,71,41
"6256",74009,"Luca Rossettini",3,171,1,75,137
"6257",111794,"Luca Siligardi",3,34,1,73,123
"6258",39525,"Luca Tognozzi",1,5,1,,
"6259",30709,"Luca Toni",6,164,2,89,109
"6260",526241,"Luca Valzania",1,2,1,61,35
"6261",215311,"Luca Veronese",1,5,1,64,323
"6262",39360,"Luca Vigiani,22",2,22,1,72,150
"6263",114738,"Luca Zuffi",2,98,1,76,58
"6264",536440,"Luca-Milan Zander",1,1,1,60,66
"6265",75416,"Lucas Akins",1,4,1,61,115
"6266",173427,"Lucas Alfonso Orban",3,44,2,77,65
"6267",252969,"Lucas Andersen",2,50,1,74,51
"6268",357080,"Lucas Ariel Ocampos",2,28,1,76,53
"6269",113599,"Lucas Armando Mareque",1,39,1,71,60
"6270",18576,"Lucas Barrios",2,92,2,83,123
"6271",38393,"Lucas Biglia",2,178,2,82,146
"6272",215369,"Lucas Bijker",2,78,1,69,42
"6273",620061,"Lucas Cueto",1,2,1,60,52
"6274",46755,"Lucas Deaux",2,73,2,75,48
"6275",210111,"Lucas Digne",3,105,2,77,46
"6276",452269,"Lucas Evangelista",1,1,1,71,59
"6277",504606,"Lucas Hernandez",1,8,1,74,49
"6278",66757,"Lucas Hradecky",1,34,1,75,374
"6279",361747,"Lucas Joao",1,27,1,69,57
"6280",95327,"Lucas Leiva",1,170,1,81,157
"6281",37468,"Lucas Matias Licht",1,28,1,76,117
"6282",149583,"Lucas Mendes",1,43,1,76,58
"6283",215299,"Lucas Moura",1,75,1,83,54
"6284",166509,"Lucas Nahuel Castro",2,73,1,76,42
"6285",30687,"Lucas Neill",2,44,1,,
"6286",194660,"Lucas Perez",1,55,1,79,50
"6287",267380,"Lucas Piazon",3,39,3,77,49
"6288",113769,"Lucas Pratto",1,4,1,79,59
"6289",346004,"Lucas Silva",2,14,2,76,49
"6290",428063,"Lucas Souza",4,56,2,67,51
"6291",612277,"Lucas Tousart",1,1,1,63,67
"6292",166670,"Lucas van Eenoo",2,89,1,67,144
"6293",359193,"Lucas Vazquez",2,40,1,78,50
"6294",114672,"Lucas Wilchez",1,1,1,74,49
"6295",466832,"Lucas Woudenberg",2,30,1,67,43
"6296",11285,"Lucas",1,8,1,,
"6297",502812,"Lucas",1,36,1,57,48
"6298",40964,"Lucho Gonzalez",2,141,2,85,164
"6299",97495,"Luciano Amaral",3,32,1,69,53
"6300",143710,"Luciano Becchio",1,2,1,74,114
"6301",294003,"Luciano Dario Vietto",2,29,1,79,56
"6302",62359,"Luciano Dompig",1,1,1,55,55
"6303",158581,"Luciano Narsingh",2,128,1,77,114
"6304",303926,"Luciano Slagveer",1,71,1,72,68
"6305",39729,"Luciano Zauri",4,75,1,77,151
"6306",164098,"Luciano",2,29,1,66,59
"6307",36846,"Luciano",1,98,1,75,371
"6308",26398,"Lucien Aubey",1,16,1,69,146
"6309",39774,"Lucio",3,126,2,89,122
"6310",243500,"Ludcinio Marengo",1,3,1,64,45
"6311",40683,"Ludovic Baal",3,90,1,76,128
"6312",693171,"Ludovic Blas",1,6,1,60,64
"6313",34003,"Ludovic Butelle",5,43,2,76,386
"6314",178486,"Ludovic Buysens",3,48,1,63,118
"6315",33867,"Ludovic Delporte",1,1,1,74,148
"6316",26045,"Ludovic Genest",1,1,1,65,104
"6317",32572,"Ludovic Giuly",2,89,1,87,153
"6318",179393,"Ludovic Lamine Sane",1,180,1,79,132
"6319",41559,"Ludovic Magnin",2,76,2,75,158
"6320",26195,"Ludovic Obraniak",3,128,2,,
"6321",37651,"Ludovic Sylvestre",1,6,1,,
"6322",164107,"Ludovic",1,21,1,71,59
"6323",37893,"Ludwig van Nieuwenhuyze",1,46,1,66,144
"6324",22103,"Luigi Beghetto",1,4,1,64,159
"6325",37173,"Luigi Bruins",3,85,2,70,150
"6326",37537,"Luigi Giorgi",5,54,1,72,105
"6327",39390,"Luigi Lavecchia",1,3,1,68,121
"6328",26116,"Luigi Pieroni",3,10,2,,
"6329",27700,"Luigi Sala",1,2,1,78,151
"6330",163255,"Luigi Sepe",1,31,1,73,355
"6331",364826,"Luigi Vaccaro",1,8,1,62,54
"6332",41350,"Luigi Vitale",2,33,1,74,144
"6333",190522,"Luis Advincula",2,21,2,72,62
"6334",74900,"Luis Aguiar",1,31,1,77,144
"6335",128045,"Luis Alberto",2,83,1,75,144
"6336",198566,"Luis Alberto",3,32,1,75,43
"6337",114827,"Luis Alfonso Henriquez",1,106,1,68,140
"6338",361337,"Luis Aurelio",1,27,1,69,57
"6339",30734,"Luis Boa Morte",1,33,1,,
"6340",164134,"Luis Carlos",1,11,1,68,134
"6341",280976,"Luis Carlos",4,83,2,71,57
"6342",186668,"Luis Dias",1,6,1,59,56
"6343",34106,"Luis Fabiano",1,55,1,86,125
"6344",183365,"Luis Farina",1,15,1,75,44
"6345",106286,"Luis Fernando Duarte Nunes,32",1,34,1,70,127
"6346",30696,"Luis Figo",1,11,1,88,158
"6347",166585,"Luis Filipe Pimenta",1,2,1,53,68
"6348",42773,"Luis Filipe",3,43,1,73,142
"6349",24852,"Luis Garcia",2,134,1,80,136
"6350",30832,"Luis Garcia",2,9,1,85,136
"6351",361307,"Luis Gustavo",1,11,1,67,52
"6352",384374,"Luis Hernandez",1,36,1,74,43
"6353",39306,"Luis Jimenez",4,48,2,,
"6354",211821,"Luis Leal",3,45,1,73,53
"6355",115495,"Luis Manuel",1,48,1,67,46
"6356",620136,"Luis Maria Zwick",1,13,1,60,307
"6357",293074,"Luis Martins",3,40,2,71,50
"6358",97334,"Luis Moran",1,46,1,73,126
"6359",196484,"Luis Muriel",3,86,1,80,48
"6360",11801,"Luis Olim",1,39,1,65,126
"6361",185925,"Luis Pedro Cavanda",1,36,1,76,53
"6362",79274,"Luis Pedro Figueroa",1,4,1,70,98
"6363",118433,"Luis Pedro",1,8,1,67,53
"6364",306721,"Luis Pedro",1,3,1,63,45
"6365",33636,"Luis Perea",1,90,1,82,126
"6366",33022,"Luis Prieto",1,47,1,74,136
"6367",375783,"Luis Rocha",1,34,1,65,59
"6368",119542,"Luis Seijas",1,22,1,72,71
"6369",476945,"Luis Silva",2,27,1,68,53
"6370",40636,"Luis Suarez",3,224,3,90,153
"6371",30968,"Luisao",1,171,1,82,158
"6372",115519,"Luisinho",3,77,2,75,49
"6373",181205,"Luisinho",1,21,1,72,73
"6374",47041,"Luiz Adriano",1,12,1,79,57
"6375",121854,"Luiz Carlos",1,2,1,69,348
"6376",185591,"Luiz Carlos",2,102,1,75,59
"6377",147729,"Luiz Gustavo",3,198,1,83,139
"6378",356378,"Luka Djordjevic",2,2,2,68,62
"6379",237602,"Luka Krajnc",2,21,1,69,53
"6380",273458,"Luka Maric",1,10,1,60,46
"6381",163616,"Luka Milivojevic",1,3,1,74,56
"6382",31097,"Luka Modric",2,224,2,88,147
"6383",185300,"Luka Tankulic",1,12,1,58,47
"6384",179071,"Lukas Bielak",1,33,1,60,53
"6385",275992,"Lukas Droppa",1,20,1,64,42
"6386",620578,"Lukas Froede",1,1,1,59,58
"6387",518628,"Lukas Haraslin",1,9,1,63,63
"6388",176831,"Lukas Hinterseer",1,19,1,72,47
"6389",22832,"Lukas Jarolim",1,15,1,71,152
"6390",27568,"Lukas Jutkiewicz",2,37,2,71,109
"6391",37335,"Lukas Kruse",1,34,1,72,350
"6392",114333,"Lukas Marecek",2,35,2,71,140
"6393",32118,"Lukas Podolski",4,148,3,87,137
"6394",355347,"Lukas Raeder",2,28,2,67,341
"6395",182892,"Lukas Rupp",3,58,1,74,58
"6396",114789,"Lukas Schenkel",2,82,1,60,96
"6397",184645,"Lukas Schmitz",2,88,1,72,147
"6398",30253,"Lukas Sinkiewicz",1,12,1,75,124
"6399",30404,"Lukas Zelenka",1,9,1,79,158
"6400",277466,"Lukasz Boguslawski",1,7,1,70,47
"6401",68937,"Lukasz Broz",2,124,1,68,53
"6402",206801,"Lukasz Budzilek",2,4,1,60,306
"6403",139895,"Lukasz Burliga",3,105,1,65,108
"6404",30973,"Lukasz Fabianski",2,102,1,78,392
"6405",39069,"Lukasz Gargula",1,84,1,74,162
"6406",118530,"Lukasz Hanzel",3,116,1,65,130
"6407",68802,"Lukasz Janoszka",2,130,1,65,143
"6408",13334,"Lukasz Madej",4,140,2,68,147
"6409",13515,"Lukasz Mierzejewski",3,90,1,63,123
"6410",555650,"Lukasz Moneta",2,2,1,57,49
"6411",69485,"Lukasz Piatek",2,125,1,66,135
"6412",13518,"Lukasz Piszczek",2,175,1,83,146
"6413",229737,"Lukasz Sierpina",1,34,1,65,50
"6414",178732,"Lukasz Skorupski",3,92,2,73,353
"6415",30275,"Lukasz Surma",2,208,1,66,141
"6416",206694,"Lukasz Teodorczyk",2,55,1,73,54
"6417",13449,"Lukasz Tralka",2,189,1,70,126
"6418",116872,"Lukasz Tyminski",4,69,1,58,125
"6419",69259,"Lukasz Zaluska",3,66,2,,
"6420",249059,"Lukasz Zejdler",1,15,1,58,62
"6421",191132,"Luke Garbutt",1,3,1,69,54
"6422",438787,"Luke Johnston",1,1,1,51,46
"6423",23788,"Luke Moore",2,12,1,75,122
"6424",362694,"Luke Shaw",2,77,1,78,49
"6425",22959,"Luke Varney",1,24,1,73,125
"6426",609711,"Luke Watt",1,6,1,53,57
"6427",35628,"Luke Wilkshire",1,16,1,79,144
"6428",30357,"Luke Young",2,95,1,78,146
"6429",166630,"Lukman Haruna",1,29,1,72,128
"6430",171995,"Lulinha",1,2,1,75,112
"6431",213714,"Luso",1,16,1,71,61
"6432",150201,"Luuk de Jong",5,160,3,79,123
"6433",395114,"Luwagga Kizito",1,1,1,63,50
"6434",156937,"Lyle Taylor",1,27,1,64,60
"6435",97699,"Lynel Kitambala",4,51,2,73,105
"6436",667970,"Lynneeker",1,1,1,57,50
"6437",41463,"Maarten Martens",2,95,2,76,144
"6438",30841,"Maarten Stekelenburg",5,147,4,85,424
"6439",140951,"Macedo Novaes",2,22,1,73,371
"6440",26628,"Maceo Rigters",1,22,1,70,118
"6441",118822,"Maciej Dabrowski",2,75,1,68,52
"6442",361714,"Maciej Gajos",2,79,1,71,40
"6443",69594,"Maciej Gostomski",1,39,1,66,326
"6444",69346,"Maciej Iwanski",4,114,1,72,142
"6445",206844,"Maciej Jankowski",3,111,1,67,55
"6446",13383,"Maciej Korzym",5,127,1,,
"6447",277905,"Maciej Kostrzewa",1,9,1,56,53
"6448",432411,"Maciej Krakowiak",1,4,1,59,294
"6449",206829,"Maciej Makuszewski",3,88,2,66,46
"6450",95533,"Maciej Malkowski,24",4,121,1,62,128
"6451",206668,"Maciej Manka",1,6,1,57,57
"6452",13473,"Maciej Mielcarz",1,90,1,,
"6453",68796,"Maciej Sadlok",3,136,1,67,136
"6454",93261,"Maciej Szmatiuk",3,131,1,60,118
"6455",502648,"Maciej Urbanczyk",1,10,1,62,54
"6456",150239,"Maciej Wilusz",3,55,1,67,66
"6457",31257,"Madjid Bougherra",1,80,1,,
"6458",112935,"Mads Albaek",1,25,1,72,127
"6459",26612,"Mads Junker",3,114,2,75,128
"6460",38295,"Mady Saidou Panandetiguiri",1,20,1,65,134
"6461",181574,"Maeel Lepicier",2,41,1,65,36
"6462",158962,"Magaye Gueye",2,10,2,73,139
"6463",304356,"Magique",1,21,1,64,45
"6464",105610,"Magnus Eriksson",1,2,1,71,54
"6465",185389,"Magnus Wolff Eikrem",2,11,2,76,152
"6466",37259,"Mahamadou Diarra",3,39,3,87,152
"6467",37945,"Mahamadou Dissa",1,30,1,63,115
"6468",38419,"Mahamadou Habib Habibou",4,75,2,,
"6469",214899,"Mahamadou N'Diaye",1,39,1,72,35
"6470",37254,"Mahamadou Samassa",3,34,2,,
"6471",409816,"Mahamadou-Naby Sarr",2,9,2,67,50
"6472",94318,"Mahamane Traore",1,56,1,72,130
"6473",37048,"Mahir Saglik",2,4,1,71,110
"6474",469701,"Mahmoud Dahoud",1,27,1,73,53
"6475",481722,"Mahmoud Kahraba",2,15,1,68,54
"6476",150041,"Maicon",2,120,1,80,137
"6477",34305,"Maicon",3,167,2,86,154
"6478",31614,"Maicosuel",2,39,2,77,145
"6479",36076,"Maik Franz",3,68,1,76,138
"6480",23813,"Maik Taylor",1,2,1,74,379
"6481",42710,"Maikel Aerts",1,39,1,70,346
"6482",147600,"Maikel Kieftenbeld",1,132,1,70,48
"6483",112477,"Maikel van der Werff",2,75,1,73,49
"6484",165608,"Maka Mary",2,8,1,67,54
"6485",128148,"Makelele",1,46,1,69,41
"6486",30530,"Makoto Hasebe",3,172,1,75,141
"6487",116885,"Maksymilian Rogalski",1,68,1,64,54
"6488",41100,"Malaury Martin",1,10,1,69,140
"6489",535603,"Malcom",1,5,1,71,53
"6490",27331,"Malik Fathi",1,46,1,75,144
"6491",361013,"Mamadou Ba",1,1,1,63,321
"6492",130738,"Mamadou Bagayoko",1,22,1,66,42
"6493",41117,"Mamadou Bagayoko",2,44,1,71,121
"6494",94328,"Mamadou Bah",1,2,1,69,144
"6495",26282,"Mamadou Diallo",1,13,1,70,103
"6496",164151,"Mamadou Djikine",1,29,1,65,135
"6497",292771,"Mamadou Kone",1,5,1,67,55
"6498",546034,"Mamadou N'Diaye",1,1,1,61,50
"6499",25515,"Mamadou Niang",1,57,1,83,139
"6500",94043,"Mamadou Sakho",2,183,2,81,122
"6501",156664,"Mamadou Samassa",1,28,1,72,356
"6502",629579,"Mamadou Sylla",1,2,1,68,53
"6503",164678,"Mamadou Wague",1,1,1,67,117
"6504",23314,"Mamady Sidibe",1,36,1,,
"6505",299358,"Mame Baba Thiam",1,23,1,71,56
"6506",72735,"Mame Biram Diouf",3,107,2,79,98
"6507",166179,"Mamoutou N'Diaye",2,33,1,66,93
"6508",154856,"Mana Dembele",1,6,1,66,101
"6509",157376,"Manasse Enza-Yamissi",1,17,1,64,40
"6510",39349,"Mancini",2,14,1,82,142
"6511",37622,"Mane",2,140,1,,
"6512",38492,"Maniche",3,56,3,,
"6513",37984,"Mannaseh Ishiaku",2,14,2,73,119
"6514",45316,"Mano",2,112,1,73,128
"6515",211917,"Manoel",1,4,1,67,51
"6516",172899,"Manolo Gabbiadini",4,80,1,78,44
"6517",37488,"Manolo Gaspar,28",1,28,1,71,142
"6518",114762,"Manolo Reina",1,18,1,72,353
"6519",37474,"Manu del Moral",4,143,1,78,134
"6520",96651,"Manu Fernandez",1,15,1,69,348
"6521",101983,"Manu Herrera",1,35,1,76,374
"6522",280920,"Manu Lanzarote",1,5,1,72,40
"6523",213490,"Manu Molina",1,1,1,64,46
"6524",163236,"Manu Torres",1,20,1,67,135
"6525",40973,"Manu",3,70,2,70,139
"6526",111975,"Manucho",3,70,2,76,109
"6527",521318,"Manuel Akanji",1,5,1,53,47
"6528",23686,"Manuel Almunia",1,69,1,81,403
"6529",97319,"Manuel Arana",1,44,1,74,144
"6530",74827,"Manuel Arboleda",1,81,1,77,136
"6531",25581,"Manuel Belleri",2,7,1,74,150
"6532",536457,"Manuel Benson",1,1,1,62,62
"6533",102614,"Manuel Castro Pavon",1,12,1,68,128
"6534",41754,"Manuel Coppola",3,20,1,68,121
"6535",164135,"Manuel Curto",4,46,3,63,44
"6536",39658,"Manuel da Costa",3,43,3,77,108
"6537",38701,"Manuel Fernandes",1,33,1,,
"6538",27492,"Manuel Friedrich",2,111,1,82,125
"6539",192574,"Manuel Giandonato",2,4,1,69,133
"6540",178800,"Manuel Gulde",1,2,1,70,126
"6541",49866,"Manuel Iturra",5,104,3,78,57
"6542",70513,"Manuel Jose",1,108,1,71,137
"6543",210276,"Manuel Lanzini",1,23,1,78,51
"6544",37970,"Manuel Lara Martinez,26",1,26,1,71,152
"6545",150735,"Manuel Lillo Castellano",3,35,1,72,47
"6546",213912,"Manuel Lucena",1,4,1,67,53
"6547",27299,"Manuel Neuer",2,255,1,90,440
"6548",295200,"Manuel Onwu",1,1,1,64,119
"6549",33756,"Manuel Pablo",1,117,1,78,152
"6550",103882,"Manuel Pamic",1,2,1,67,123
"6551",102777,"Manuel Pascali",1,191,1,67,126
"6552",24536,"Manuel Pasqual",1,183,1,77,162
"6553",282723,"Manuel Pucciarelli",1,58,1,73,38
"6554",66895,"Manuel Rivera",1,19,1,58,151
"6555",36343,"Manuel Salz",1,3,1,64,319
"6556",36186,"Manuel Schmiedebach",1,151,1,76,123
"6557",5192,"Manuel Silas",2,52,1,72,146
"6558",202669,"Manuel Sutter,19",2,19,1,59,55
"6559",268282,"Manuel Trigueros",1,75,1,80,50
"6560",38471,"Manuel Victor",1,21,1,76,153
"6561",41887,"Manuele Blasi",4,59,1,78,156
"6562",45205,"Maor Bar Buzaglo",1,11,1,71,43
"6563",14521,"Maor Melikson",2,81,2,76,54
"6564",93985,"Mapou Yanga-Mbiwa",4,199,3,79,110
"6565",164316,"Marafona",3,66,1,70,352
"6566",26300,"Marama Vahirua",2,62,1,75,133
"6567",209556,"Maranhao",1,4,1,67,42
"6568",3204,"Marat Izmailov",2,42,1,81,156
"6569",139671,"Marc Albrighton",2,92,1,78,122
"6570",195305,"Marc Bartra",1,37,1,80,128
"6571",21450,"Marc Bertran",2,96,1,,
"6572",97236,"Marc Crosas",1,28,1,73,149
"6573",32836,"Marc Fitzpatrick",2,36,1,,
"6574",37841,"Marc Hendrikx",1,13,1,61,51
"6575",26656,"Marc Hoecher",3,34,1,67,59
"6576",23148,"Marc Janko",3,60,3,,
"6577",469277,"Marc Klok",1,4,1,56,53
"6578",109786,"Marc McAusland",1,148,1,63,55
"6579",289118,"Marc McCallum",1,1,1,57,284
"6580",173382,"Marc Muniesa",1,33,1,75,121
"6581",27607,"Marc Pfertzel",1,41,1,71,139
"6582",109087,"Marc Pfitzner",1,6,1,67,55
"6583",26119,"Marc Planus",1,131,1,84,147
"6584",24381,"Marc Pugh",1,15,1,71,126
"6585",25812,"Marc Schneider",2,47,1,,
"6586",37332,"Marc Stein",1,41,1,69,133
"6587",355357,"Marc Stendera",1,48,1,75,53
"6588",23727,"Marc Tierney",1,18,1,68,107
"6589",37879,"Marc Torrejon Moya",3,111,2,,
"6590",41166,"Marc Valiente",2,57,1,74,118
"6591",121642,"Marc van de Maarel",1,151,1,69,114
"6592",180284,"Marc Vidal",1,2,1,67,342
"6593",164494,"Marc Vucinovic",1,3,1,65,58
"6594",38347,"Marc Wagemakers",1,48,1,63,135
"6595",47418,"Marc Wilson",2,161,1,74,131
"6596",25793,"Marc Zellweger",1,27,1,58,138
"6597",36054,"Marc Ziegler",1,6,1,73,364
"6598",27364,"Marc-Andre Kruska",1,6,1,72,143
"6599",184554,"Marc-Andre ter Stegen",2,114,2,82,409
"6600",26494,"Marc-Antoine Fortune",3,91,3,72,115
"6601",355356,"Marc-Oliver Kempf",2,13,1,71,57
"6602",200743,"Marcel Appiah",1,17,1,65,54
"6603",192842,"Marcel Buechel",1,18,1,71,46
"6604",166932,"Marcel Correia",1,16,1,72,96
"6605",45464,"Marcel De Jong",2,67,2,69,130
"6606",26953,"Marcel Eger",1,4,1,66,132
"6607",22831,"Marcel Gecov",2,21,2,65,121
"6608",36554,"Marcel Heller",2,38,1,74,107
"6609",25779,"Marcel Herzog",2,29,1,68,328
"6610",39892,"Marcel Maltritz",1,57,1,78,147
"6611",12099,"Marcel MBayo,25",1,25,1,66,121
"6612",45466,"Marcel Meeuwis",4,76,2,72,160
"6613",36057,"Marcel Ndjeng",3,44,1,71,145
"6614",127945,"Marcel Risse",3,94,1,75,130
"6615",179115,"Marcel Ritzmaier",3,45,1,71,48
"6616",37317,"Marcel Schaefer",1,182,1,77,144
"6617",94685,"Marcel Schmelzer",1,188,1,78,138
"6618",38618,"Marcel Seip",1,31,1,,
"6619",352395,"Marcel Stutter",1,6,1,60,52
"6620",466357,"Marcel Tisserand",2,51,1,72,63
"6621",38502,"Marcelinho",1,13,1,71,40
"6622",30987,"Marcell Jansen",1,134,1,79,148
"6623",41242,"Marcello Castellini",1,10,1,72,104
"6624",96532,"Marcello Gazzola",1,40,1,67,127
"6625",282278,"Marcello Trotta",1,1,1,70,61
"6626",19434,"Marcelo Boeck",2,36,1,74,368
"6627",206508,"Marcelo Brozovic",1,38,1,78,50
"6628",49847,"Marcelo Diaz",3,60,3,74,45
"6629",68436,"Marcelo Estigarribia",5,70,2,78,63
"6630",474736,"Marcelo Goiano",2,53,1,72,56
"6631",27301,"Marcelo Jose Bordon",1,49,1,88,144
"6632",71352,"Marcelo Jose Oliveira",1,55,1,72,57
"6633",165624,"Marcelo Larrondo",3,18,1,72,119
"6634",42353,"Marcelo Lipatin",1,2,1,69,103
"6635",96481,"Marcelo Moreno",1,9,1,79,52
"6636",40976,"Marcelo Moretto",2,26,2,73,361
"6637",11836,"Marcelo Pereira Bruno",1,29,1,68,139
"6638",20325,"Marcelo Silva",1,22,1,71,45
"6639",148955,"Marcelo Toscano",1,54,1,75,67
"6640",277693,"Marcelo Valverde",1,14,1,66,336
"6641",24624,"Marcelo Zalayeta",2,40,1,77,137
"6642",280350,"Marcelo",1,91,1,77,46
"6643",28467,"Marcelo",1,218,1,,
"6644",78908,"Marcelo",3,204,3,75,102
"6645",184618,"Marciano Bruma",3,44,2,65,120
"6646",150809,"Marcin Budzinski",2,107,1,66,126
"6647",407970,"Marcin Cebula",1,14,1,57,46
"6648",429871,"Marcin Flis",1,6,1,58,58
"6649",69227,"Marcin Kaczmarek",3,115,1,,
"6650",242306,"Marcin Kalkowski",1,8,1,65,49
"6651",189190,"Marcin Kaminski",1,123,1,70,42
"6652",13486,"Marcin Kikut",3,68,1,70,133
"6653",33807,"Marcin Kus",2,18,1,65,152
"6654",645704,"Marcin Listkowski",1,12,1,60,67
"6655",13405,"Marcin Malinowski",2,158,1,,
"6656",30272,"Marcin Mieciel",3,42,2,,
"6657",69043,"Marcin Pietrowski",2,121,1,65,108
"6658",69229,"Marcin Robak",4,64,1,,
"6659",355101,"Marcin Trojanowski",1,2,1,52,48
"6660",656342,"Marcin Urynowicz",1,2,1,53,53
"6661",13423,"Marcin Wasilewski",2,84,2,,
"6662",116756,"Marcin Wodecki",3,51,1,64,120
"6663",22545,"Marcinho",1,25,1,75,113
"6664",23675,"Marcio Mossoro",1,87,1,78,140
"6665",167412,"Marcio Nascimento Rozario",1,41,1,71,40
"6666",150077,"Marcio Paiva",1,19,1,66,326
"6667",310659,"Marcis Oss",1,2,1,56,42
"6668",30713,"Marco Amelia",3,88,1,83,419
"6669",181984,"Marco Andreolli",4,95,2,78,127
"6670",176298,"Marco Aratore",1,29,1,63,41
"6671",498033,"Marco Asensio",1,33,1,75,50
"6672",185798,"Marco Baixinho",1,21,1,70,52
"6673",362113,"Marco Benassi",3,58,1,75,49
"6674",41958,"Marco Bernacci",1,3,1,68,74
"6675",56992,"Marco Biagianti",2,131,1,74,153
"6676",195782,"Marco Bizot",2,68,2,71,361
"6677",39447,"Marco Borriello",6,116,1,82,121
"6678",320183,"Marco Buerki",2,39,1,56,51
"6679",155273,"Marco Calderoni",1,1,1,67,126
"6680",25628,"Marco Caligiuri",2,63,1,72,147
"6681",34021,"Marco Caneira",1,15,1,74,143
"6682",215723,"Marco Capuano",2,35,1,72,50
"6683",31938,"Marco Cassetti",1,73,1,77,154
"6684",202650,"Marco Crimi",3,12,1,66,59
"6685",182836,"Marco D'Alessandro",2,21,1,71,133
"6686",215411,"Marco Da Silva",1,15,1,56,33
"6687",109338,"Marco Davide Faraoni",2,12,1,74,59
"6688",38943,"Marco Di Loreto",1,17,1,78,150
"6689",32749,"Marco Di Vaio",1,133,1,,
"6690",24502,"Marco Donadel",3,77,1,78,161
"6691",33686,"Marco Engelhardt",1,10,1,76,136
"6692",49851,"Marco Estrada",1,72,1,76,63
"6693",111897,"Marco Fabian",1,9,1,75,118
"6694",458810,"Marco Franin",1,3,1,53,42
"6695",42253,"Marco Haemmerli,24",1,24,1,,
"6696",190796,"Marco Hoeger",1,69,1,77,60
"6697",496285,"Marco Ilaimaharitra",1,4,1,63,56
"6698",274778,"Marco Kehl-Gomez",1,5,1,62,52
"6699",37733,"Marco Kurth",1,8,1,64,126
"6700",24440,"Marco Malago",2,13,1,68,132
"6701",66995,"Marco Mangold",1,1,1,49,55
"6702",35643,"Marco Marchionni",4,115,1,80,159
"6703",30716,"Marco Materazzi",1,21,1,88,128
"6704",66934,"Marco Mathys",1,81,1,64,58
"6705",40946,"Marco Matias",2,65,1,77,55
"6706",27720,"Marco Motta",6,89,1,76,151
"6707",157869,"Marco Natanel Torsiglieri",2,39,2,76,57
"6708",8881,"Marco Padalino",2,38,2,75,143
"6709",179817,"Marco Paixao",3,73,2,71,121
"6710",111199,"Marco Pappa",1,2,1,71,132
"6711",73999,"Marco Parolo",3,198,1,81,123
"6712",11752,"Marco Paulo",1,2,1,64,131
"6713",8780,"Marco Perez",1,3,1,73,47
"6714",33413,"Marco Pisano",2,24,1,75,146
"6715",40011,"Marco Ramos",1,29,1,66,129
"6716",129944,"Marco Reus",2,186,1,86,139
"6717",41394,"Marco Rigoni",3,44,1,,
"6718",37811,"Marco Ritzberger",1,13,1,53,116
"6719",184610,"Marco Rojas",1,26,1,71,104
"6720",25338,"Marco Rossi",3,56,1,73,123
"6721",41760,"Marco Rossi",1,116,1,79,163
"6722",18628,"Marco Ruben",3,73,2,76,135
"6723",27475,"Marco Russ",2,202,1,75,120
"6724",29340,"Marco Sailer",1,3,1,67,49
"6725",478391,"Marco Sangalli",1,1,1,66,50
"6726",79253,"Marco Sau",1,70,1,78,51
"6727",34082,"Marco Schneuwly",3,166,1,69,119
"6728",78410,"Marco Schoenbaechler",1,122,1,71,104
"6729",165952,"Marco Silvestri",1,3,1,70,341
"6730",98385,"Marco Soares",1,31,1,63,134
"6731",212630,"Marco Sportiello",1,76,1,78,388
"6732",27615,"Marco Storari",4,68,1,,
"6733",36025,"Marco Streller",1,168,1,76,115
"6734",149909,"Marco Terrazzino",1,1,1,69,77
"6735",528188,"Marco Thaler",1,22,1,52,45
"6736",109650,"Marco van Duin",1,3,1,60,295
"6737",199291,"Marco van Ginkel",4,115,3,76,58
"6738",190972,"Marco Verratti",1,85,1,84,64
"6739",25947,"Marco Woelfli",1,174,1,71,358
"6740",41640,"Marco Zambelli",2,38,1,69,132
"6741",30959,"Marco Zoro",1,17,1,71,108
"6742",18395,"Marcos Aguirre",1,5,1,73,107
"6743",196169,"Marcos Alonso",3,70,2,76,130
"6744",18520,"Marcos Angeleri",1,59,1,76,48
"6745",113976,"Marcos Antonio",2,15,2,73,55
"6746",47411,"Marcos Camozzato",2,58,1,73,140
"6747",20482,"Marcos Ceara",1,94,1,,
"6748",74410,"Marcos De Paula",1,10,1,67,122
